Chargify Subscription Id,Chargify Customer Id,From Plan,To Plan,timestamp,cust_id
3476232,3329709,3319111,2974497,1377640020,1284
3476232,3329709,2974497,3319111,1373231940,1284
3476038,3329526,3319112,2974497,1374061200,1281
3476038,3329526,2974497,3319112,1373233200,1281
3476020,3329509,2974497,3319112,1373233260,1280
3475827,3329325,3319112,2974497,1374566700,1279
3475827,3329325,2974497,3319112,1373233260,1279
3475706,3329199,3319112,2974497,1373538240,1277
3475706,3329199,2974497,3319112,1373233260,1277
3475218,3328711,3319112,2974497,1373989860,1275
3475218,3328711,2974497,3319112,1373233260,1275
3474671,3328175,2974497,3319112,1373233320,1274
3473935,3327452,3319111,2974497,1374528420,1273
3473935,3327452,2974497,3319111,1373231940,1273
3471632,3325242,3319111,2974497,1374546600,1271
3471632,3325242,2974497,3319111,1373231940,1271
3467197,3320979,3319112,2974497,1382874840,1264
3467197,3320979,2974497,3319112,1373233980,1264
3467006,3320796,2974497,3319112,1373233980,1262
3466562,3320384,2974497,3319111,1373231940,1261
3466491,3320319,2974497,3319112,1373240520,1260
3463922,3317833,3319112,2974497,1374014580,1258
3463922,3317833,2974497,3319112,1373233980,1258
3463797,3317714,3319112,2974497,1374708960,1257
3463797,3317714,2974497,3319112,1373234040,1257
3463724,3317648,3319112,2974497,1373442960,1256
3463724,3317648,2974497,3319112,1373234040,1256
3462127,3316100,3319112,2974497,1375300560,1254
3462127,3316100,2974497,3319112,1373234040,1254
3459901,3313907,2974497,3319112,1373234100,1252
3459723,3313739,2974497,3319111,1375209720,1251
3459723,3313739,3319112,2974497,1374575220,1251
3459723,3313739,2974497,3319112,1373234100,1251
3459420,3313447,3319111,2974497,1373389260,1250
3459420,3313447,2974497,3319111,1373231880,1250
3459261,3313287,3319112,2974497,1374572640,1249
3459261,3313287,2974497,3319112,1373234100,1249
3459091,3313127,3319112,2974497,1374592800,1248
3459091,3313127,2974497,3319112,1373234100,1248
3577098,3426007,2974497,3319111,1383763560,1246
3577098,3426007,3319111,2974497,1379372040,1246
3451123,3305454,3319112,2974497,1374532140,1243
3451123,3305454,2974497,3319112,1373234100,1243
3448615,3303118,3319111,2974497,1374570900,1242
3448615,3303118,2974497,3319111,1373231880,1242
3446990,3301562,3319112,2974497,1374829860,1240
3446990,3301562,2974497,3319112,1373234160,1240
3445409,3300076,2974497,3319111,1375813920,1239
3434330,3289696,3319111,2974497,1374553680,1232
3434330,3289696,2974497,3319111,1373231880,1232
3426880,3282449,2974497,3319112,1373232300,1228
3426834,3282395,3319112,2974497,1377257520,1227
3426834,3282395,2974497,3319112,1373234160,1227
3424698,3280374,3319112,2974497,1373989560,1225
3424698,3280374,2974497,3319112,1373234160,1225
3423451,3279200,3319111,2974497,1373389560,1222
3423451,3279200,2974497,3319111,1373231880,1222
3423443,3279193,3319111,2974497,1373389620,1221
3423443,3279193,2974497,3319111,1373231820,1221
3417511,3273604,3319112,2974497,1374255540,1217
3417511,3273604,2974497,3319112,1373234160,1217
3414357,3270586,3319112,2974497,1375360620,1215
3414357,3270586,3319114,3319112,1374690480,1215
3414357,3270586,2974497,3319114,1373239200,1215
3412744,3269062,3319112,2974497,1374584040,1212
3412744,3269062,2974497,3319112,1373234220,1212
3742783,3570967,3319112,2974497,1383667020,1210
3742783,3570967,2974497,3319112,1380119220,1210
3742783,3570967,3319112,2974497,1377532260,1210
3412067,3268397,3319112,2974497,1374598440,1209
3412067,3268397,2974497,3319112,1373234220,1209
3407994,3264451,3319112,2974497,1373651220,1206
3407994,3264451,2974497,3319112,1373234220,1206
3402751,3259393,2974497,3319112,1373234220,1200
3402626,3259281,3319112,2974497,1374750180,1199
3402626,3259281,2974497,3319112,1373234280,1199
3402312,3258972,3319111,2974497,1374564480,1198
3402312,3258972,2974497,3319111,1374564420,1198
3402312,3258972,3319111,2974497,1374564360,1198
3402312,3258972,2974497,3319111,1373231760,1198
3399328,3256160,2974497,3319111,1373231760,1194
3398621,3255480,3319112,2974497,1375190280,1192
3398621,3255480,2974497,3319112,1373234280,1192
3395224,3251883,3319112,2974497,1374597120,1187
3395224,3251883,2974497,3319112,1373234280,1187
3394535,3251243,3319112,2974497,1374595680,1186
3394535,3251243,2974497,3319112,1373234280,1186
3394217,3250937,3319112,2974497,1374743220,1184
3394217,3250937,2974497,3319112,1373234280,1184
3389700,3246515,3319112,2974497,1375358640,1152
3389700,3246515,3319114,3319112,1374690540,1152
3389700,3246515,2974497,3319114,1373239200,1152
3389480,3246302,3319112,2974497,1373389920,1151
3389480,3246302,2974497,3319112,1373234340,1151
3380929,3238017,2974497,3319111,1373231700,1147
3380052,3237164,2974497,3319112,1373234340,1146
3378101,3235321,3319111,2974497,1374593400,1143
3378101,3235321,2974497,3319111,1373231700,1143
3377343,3234601,3319114,2974497,1374581220,1141
3377343,3234601,2974497,3319114,1373239140,1141
3377009,3234279,3319111,3319112,1383972420,1140
3377009,3234279,2974497,3319111,1373620860,1140
3376504,3233787,3319112,2974497,1374603900,1139
3376504,3233787,2974497,3319112,1373234340,1139
3375824,3233111,2974497,3319112,1373234340,1138
3373365,3230779,3319112,2974497,1374574980,1136
3373365,3230779,2974497,3319112,1373234400,1136
3372521,3229929,3319112,2974497,1377630360,1134
3372521,3229929,2974497,3319112,1373234400,1134
3368445,3226032,3319111,3319112,1373483880,1131
3368445,3226032,2974497,3319111,1373391780,1131
3368445,3226032,3319112,2974497,1373391720,1131
3368445,3226032,2974497,3319112,1373234400,1131
3364098,3222051,3319111,2974497,1375010160,1122
3364098,3222051,2974497,3319111,1373231700,1122
3362963,3221029,3319111,2974497,1373989500,1119
3362963,3221029,3319112,3319111,1373989440,1119
3362963,3221029,2974497,3319112,1373372820,1119
3362963,3221029,3319112,2974497,1373372820,1119
3362963,3221029,2974497,3319112,1373234400,1119
3362812,3220884,2974497,3319112,1373234460,1118
3362735,3220817,3319112,2974497,1382988900,1117
3362735,3220817,2974497,3319112,1373234460,1117
3352607,3212874,3319111,2974497,1377340020,1113
3352607,3212874,2974497,3319111,1373231640,1113
3348342,3209294,3319112,3319111,1374577200,1111
3348342,3209294,2974497,3319112,1373234460,1111
3345986,3206986,3319112,2974497,1374591900,1110
3345986,3206986,2974497,3319112,1373234460,1110
3342465,3203986,3319112,3319111,1376424660,1108
3342465,3203986,2974497,3319112,1375191480,1108
3341182,3202735,3319112,2974497,1375704780,1105
3341182,3202735,2974497,3319112,1373234460,1105
3341059,3202625,3319112,2974497,1374579900,1104
3341059,3202625,2974497,3319112,1373234520,1104
3334316,3196498,3319112,2974497,1375370220,1102
3334316,3196498,2974497,3319112,1375370160,1102
3334316,3196498,3319112,2974497,1375365660,1102
3334316,3196498,2974497,3319112,1373310120,1102
3333272,3195653,3319112,3324292,1377081300,1100
3333272,3195653,2974497,3319112,1377075840,1100
3333272,3195653,3324292,2974497,1377075780,1100
3333272,3195653,3319112,3324292,1376315040,1100
3333272,3195653,2974497,3319112,1375821660,1100
3333272,3195653,3319112,2974497,1374533280,1100
3333272,3195653,2974497,3319112,1373234520,1100
3328497,3191348,2974497,3319112,1373234520,1097
3327410,3190377,3319112,2974497,1377618660,1096
3327410,3190377,2974497,3319112,1373234580,1096
3325177,3188451,3319111,2974497,1374597480,1095
3325177,3188451,2974497,3319111,1373234580,1095
3319846,3183681,3319111,2974497,1383514380,1092
3319846,3183681,2974497,3319111,1383512940,1092
3319846,3183681,3319111,2974497,1374588600,1092
3319846,3183681,2974497,3319111,1373231640,1092
3317000,3181347,3319112,2974497,1377355860,1091
3317000,3181347,2974497,3319112,1373234640,1091
3313710,3178530,3319112,2974497,1374532140,1090
3313710,3178530,2974497,3319112,1373234640,1090
3311575,3176515,2974497,3319111,1373231640,1084
3308328,3173625,3319111,2974497,1383527340,1081
3308328,3173625,2974497,3319111,1373231640,1081
3306106,3171553,2974497,3319112,1373234700,1080
3305701,3171165,3319111,2974497,1374600300,1078
3305701,3171165,2974497,3319111,1373231640,1078
3305582,3171042,2974497,3319112,1373234700,1077
3304402,3170078,3319112,2974497,1374047160,1076
3304402,3170078,2974497,3319112,1373234700,1076
3300200,3166360,3319111,2974497,1374603960,1065
3300200,3166360,2974497,3319111,1373231460,1065
3296770,3163434,3319112,2974497,1373389140,1063
3296770,3163434,2974497,3319112,1373234760,1063
3295564,3162412,3319111,2974497,1374588240,1062
3295564,3162412,2974497,3319111,1373231460,1062
3294860,3161790,3319112,2974497,1374584220,1061
3294860,3161790,2974497,3319112,1373234760,1061
3294611,3161556,3319112,2974497,1374575400,1060
3294611,3161556,2974497,3319112,1373234760,1060
3291410,3158611,2974497,3319112,1373234760,1058
3290125,3157532,3319112,2974497,1374584520,1057
3290125,3157532,2974497,3319112,1373234760,1057
3289107,3156606,2974497,3319112,1373234820,1056
3289082,3156579,3319111,2974497,1374528300,1055
3289082,3156579,2974497,3319111,1373231400,1055
3285298,3153291,3319112,2974497,1374591840,1052
3285298,3153291,2974497,3319112,1373234820,1052
3284340,3152488,3319112,2974497,1374668520,1051
3284340,3152488,2974497,3319112,1373234820,1051
3276928,3146267,3319111,2974497,1374593340,1046
3276928,3146267,2974497,3319111,1373231340,1046
3271037,3140955,3319112,2974497,1376499480,1040
3271037,3140955,2974497,3319112,1373234820,1040
3269024,3139277,3319112,2974497,1374602460,1038
3269024,3139277,2974497,3319112,1373234820,1038
3267987,3138384,3319112,2974497,1375802880,1036
3267987,3138384,2974497,3319112,1373234880,1036
3266466,3136883,3319112,2974497,1374534300,1031
3266466,3136883,2974497,3319112,1373234880,1031
3265380,3135931,3319112,3319111,1377568560,1030
3265380,3135931,2974497,3319112,1373234880,1030
3262221,3133207,3319111,2974497,1373442420,1028
3262221,3133207,2974497,3319111,1373231280,1028
3258304,3129700,3319111,2974497,1373392680,1027
3258304,3129700,2974497,3319111,1373231280,1027
3256896,3128332,2974497,3319111,1373231280,1026
3256141,3127680,3319111,2974497,1376636820,1025
3256141,3127680,3319112,3319111,1376636820,1025
3256141,3127680,2974497,3319112,1373234940,1025
3249069,3121473,3319111,2974497,1377259980,1024
3249069,3121473,2974497,3319111,1375804260,1024
3249069,3121473,3319112,2974497,1374845700,1024
3249069,3121473,2974497,3319112,1373234940,1024
3247050,3119517,3319111,2974497,1373912280,1021
3247050,3119517,3319112,3319111,1373912280,1021
3247050,3119517,2974497,3319112,1373234940,1021
3242187,3115445,3319111,2974497,1373389620,1020
3242187,3115445,2974497,3319111,1373231220,1020
3239961,3113485,2974497,3319111,1373231220,1018
3238039,3111807,2974497,3319112,1375710480,1016
3237794,3111577,3319112,2974497,1374536460,1015
3237794,3111577,2974497,3319112,1373235060,1015
3237146,3110964,3319112,2974497,1374603480,1012
3237146,3110964,2974497,3319112,1373235060,1012
3232411,3100128,3319112,2974497,1374792300,1009
3232411,3100128,2974497,3319112,1373235120,1009
3232169,3099901,3319112,2974497,1375285860,1008
3232169,3099901,2974497,3319112,1373235120,1008
3232168,3099900,3319111,2974497,1373990100,1007
3232168,3099900,3319112,3319111,1373990040,1007
3232168,3099900,2974497,3319112,1373235120,1007
3231146,3098940,2974497,3319112,1373235120,1006
3230684,3098512,3319111,2974497,1376595660,1005
3230684,3098512,2974497,3319111,1373231220,1005
3228194,3096374,3319112,2974497,1374576420,1003
3228194,3096374,2974497,3319112,1373235180,1003
3218738,3088116,2974497,3319111,1376219100,995
3214037,3083929,3319112,2974497,1373390460,991
3214037,3083929,2974497,3319112,1373235480,991
3212561,3082637,3319112,2974497,1374590700,990
3212561,3082637,2974497,3319112,1373235540,990
3212077,3082192,3319112,2974497,1374720060,988
3212077,3082192,2974497,3319112,1373235540,988
3211382,3081526,3319112,2974497,1374566940,987
3211382,3081526,2974497,3319112,1373240400,987
3211297,3081448,3319112,2974497,1374592200,986
3211297,3081448,2974497,3319112,1373235540,986
3210944,3081133,2974497,3319111,1373231160,985
3210483,3080756,3319111,2974497,1374587100,984
3210483,3080756,2974497,3319111,1373231160,984
3210470,3080744,3319112,2974497,1374599340,983
3210470,3080744,2974497,3319112,1373235540,983
3202831,3073711,3319112,2974497,1374835680,977
3202831,3073711,2974497,3319112,1373235600,977
3200759,3071708,3319112,2974497,1374598020,970
3200759,3071708,2974497,3319112,1373235780,970
3200607,3071553,3319111,2974497,1374570600,969
3200607,3071553,2974497,3319111,1373231100,969
3197023,3068070,3319112,2974497,1378230600,968
3197023,3068070,2974497,3319112,1373235780,968
3195164,3066281,3319111,2974497,1374590700,965
3195164,3066281,3319112,3319111,1374564600,965
3195164,3066281,2974497,3319112,1373235780,965
3195147,3066264,2974497,3319112,1373235840,964
3194146,3065320,3319112,2974497,1375808220,962
3194146,3065320,2974497,3319112,1373235840,962
3182346,3054191,3319112,2974497,1374771240,956
3182346,3054191,3319114,3319112,1374692040,956
3182346,3054191,2974497,3319114,1373239260,956
3196141,3067203,3319114,2974497,1374513300,955
3196141,3067203,2974497,3319114,1373239500,955
3180241,3052173,3319112,2974497,1374600840,954
3180241,3052173,2974497,3319112,1373235840,954
3179808,3051771,3319111,2974497,1377058860,953
3179808,3051771,3319112,3319111,1374058140,953
3179808,3051771,2974497,3319112,1373453100,953
3179808,3051771,3319112,2974497,1373453100,953
